#OTU ID	LD.73	LD.11	LD.26	HD.61	LD.61	LD.77	LD.88	LD.63	LD.5	HD.65	LD.52	HD.50	LD.22	LD.76	LD.20	LD.19	LD.85	LD.69	HD.75	LD.66	HD.77	HD.11	LD.72	LD.92	HD.69	LD.94	LD.90	HD.20	HD.5	HD.83	HD.8	HD.22	LD.34	HD.73	HD.23	HD.62	LD.78	LD.97	HD.67	LD.81	LD.89	HD.79	LD.95	LD.59	LD.1	HD.63	LD.68	HD.48	LD.74	HD.1	HD.56	HD.53	LD.38	HD.12	HD.81	LD.39	HD.31	LD.91	LD.15	HD.80	LD.54	HD.60	HD.70	LD.42	HD.28	LD.80	LD.37	HD.35	HD.64	LD.75	LD.43	LD.58	LD.51	HD.32	LD.8	HD.7	HD.29	HD.72	HD.4	LD.35	HD.41	LD.57	HD.10	LD.53	HD.82	LD.17	LD.29	LD.3	HD.30	LD.60	HD.9	HD.68	LD.46	LD.41	LD.62	HD.42	HD.58	HD.46	LD.7	LD.93	LD.86	HD.36	HD.2	LD.96	HD.27	LD.14	HD.78	HD.34	HD.52	HD.40	LD.12	LD.84	HD.66	HD.24	HD.71	LD.83	LD.82	HD.21	LD.44	LD.23	HD.74	HD.76	LD.50	LD.79	LD.4	HD.33	LD.9	HD.51	HD.26	HD.14
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_grossensis;t__Peptoniphilus_grossensis_ph5	8	0	0	6	0	44	2	4	12	0	4	8	2	0	2	0	0	28	2	2	0	0	0	0	0	0	2	2	0	2	4	0	0	0	0	0	2	10	0	8	2	0	0	2	0	0	0	0	4	2	0	0	0	0	2	0	14	0	2	0	4	0	0	0	0	0	2	2	6	18	6	0	4	0	0	0	0	4	0	10	0	0	26	0	10	0	0	0	0	2	2	0	0	0	0	0	12	0	14	4	0	0	0	0	0	2	2	2	12	0	0	4	4	0	12	0	4	0	6	0	20	0	10	6	0	2	0	0	4	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_grossensis	4	2	4	4	0	6	0	2	0	0	0	2	0	0	0	0	2	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	2	4	0	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	2	0	0	0	4	0	0	2	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_indolicus;t__Peptoniphilus_indolicus_ATCC_29427	28	0	16	0	2	22	0	0	2	0	4	8	2	4	0	0	40	0	0	0	10	0	0	4	0	2	0	0	16	0	0	0	0	0	2	0	0	2	0	54	2	4	0	0	0	0	2	0	48	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	6	0	0	0	0	4	2	0	6	0	0	0	0	0	0	0	0	24	2	4	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	2	0	0	0	0	0	0	0	2	0	2	0	4	0	0	0	2	2	0	0	4	2	0	2	8	0	0	0	0	22	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_indolicus	8	0	0	0	0	2	0	0	2	0	2	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	8	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_lacrimalis	2	2	68	4	0	2	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	8	24	2	0	0	0	0	0	0	0	0	4	0	24	2	0	6	0	0	2	0	2	0	0	0	0	0	0	18	0	0	4	0	0	0	0	0	0	0	0	2	0	0	4	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	14	2	936	10	572	11606	450	0	58	16	10	2614	6	734	404	0	8	540	2382	588	0	2	34	2412	388	804	48	26	0	16	6	0	0	4	8	2	30	8	0	42	780	630	38	8	36	0	388	0	434	38	16	8	240	136	8	2	70	12	2	54	84	0	192	4	0	14	2372	2	0	4552	116	6	528	0	14	44	1012	6	0	4	2	38	108	1252	24	6	6	5530	2	384	0	0	0	0	4	0	4	0	4	18	16	0	0	716	140	0	124	0	0	0	0	554	0	616	4	0	58	3126	930	940	2	1428	42	984	10	0	0	2	0	28
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_sp._ING2-D1G	12	16	254	204	0	272	164	0	0	0	30	0	8	176	4	0	16	10	330	28	40	4	2	0	40	22	2	4	0	12	10	0	14	12	18	20	6	12	14	2	0	192	10	18	4	102	0	48	10	0	10	0	0	160	8	0	36	0	46	32	0	178	6	50	2	2	0	16	0	690	214	106	16	14	12	232	84	0	66	54	0	2	4	12	2	6	2	2	72	60	4	0	2	76	0	22	16	2	2	280	16	12	248	0	0	2	0	42	118	2	0	1460	2	2	6	0	16	48	8	0	8	2	370	98	94	20	0	22	34	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_senegalensis;t__Peptoniphilus_senegalensis_JC140	6	0	400	2	16	30	20	8	48	0	0	94	12	2	2	4	4	10	2	30	2	2	0	4	0	2	0	0	4	0	0	0	0	0	0	0	12	2	2	38	0	20	2	2	2	0	20	0	224	0	52	0	0	2	4	0	4	0	0	0	6	0	2	0	2	34	0	18	4	18	104	2	20	2	6	2	4	0	0	2	0	22	24	136	2	0	0	0	0	4	10	8	0	0	0	0	32	2	2	2	282	6	0	18	0	6	0	2	2	6	0	0	0	28	6	0	0	22	32	0	4	0	0	44	0	2	0	0	4	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_senegalensis	2	0	50	0	4	2	0	2	2	0	0	2	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	54	0	16	0	2	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	6	10	0	8	0	6	0	2	0	0	0	0	2	0	22	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	44	2	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	2	8	0	2	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_obesi;t__Peptoniphilus_obesi_ph1	4	0	2	0	8	2	2	4	2	0	0	8	0	0	0	0	0	0	0	2	8	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	6	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	8	4	0	2	2	0	0	0	0	0	0	2	0	2	2	4	0	0	0	0	2	2	0	0	0	0	2	20	0	0	4	2	0	0	0	0	0	0	0	2	2	0	0	0	0	2	4	2	0	4	0	4	0	0	4	0	2	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_obesi	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium;s__Cetobacterium_somerae;t__Cetobacterium_somerae_ATCC_BAA-474	0	0	0	0	14	0	12	2	0	0	132	16	0	8	60	0	14	0	8	34	2	0	0	570	2	2	20	2	0	2426	0	0	0	0	0	2	0	0	0	0	12	14	0	14	0	0	0	0	5568	2	0	0	24	2	0	26	0	0	4	0	2	2	12	0	0	0	2	0	0	1732	0	0	24224	0	0	0	0	156	0	2	0	0	0	0	244	0	0	4	2	30	0	0	0	20	0	2	0	0	0	2	0	0	0	0	0	0	250	0	0	0	0	0	0	1062	0	0	92	2	24	134	0	194	0	0	0	0	4	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium;s__Cetobacterium_somerae	0	0	0	0	0	0	0	0	0	0	2	6	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1452	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	16	0	0	2568	0	0	0	0	4	0	0	0	2	0	0	6	0	0	0	0	2	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	22	0	0	28	0	2	236	0	2	0	0	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	8	0	234	4	298	4142	228	0	16	8	0	726	0	104	10	4	2	292	636	2	0	0	4	596	92	218	26	18	0	16	0	0	0	0	0	2	2	0	0	0	562	194	0	0	12	0	126	0	94	40	4	0	28	48	2	0	26	0	0	12	8	0	30	0	0	0	680	0	0	1206	8	0	188	0	4	24	236	0	0	2	0	0	90	64	28	0	0	1802	0	122	0	4	0	0	0	0	0	0	0	0	2	0	2	106	44	0	32	0	0	0	0	192	2	136	0	0	26	644	10	222	0	374	0	12	0	0	0	0	0	4
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	0	0	8	0	0	8	2	0	6	0	0	28	0	10	12	0	0	0	2	28	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	2	2	0	0	0	0	6	0	2	0	0	0	6	0	0	0	0	22	0	0	2	0	16	0	0	0	20	0	0	4	12	2	8	0	0	0	2	0	0	0	0	30	0	204	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	2	0	0	0	0	0	0	0	0	0	0	0	104	4	0	12	4	64	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_timonensis;t__Peptoniphilus_timonensis_JC401	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_timonensis	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_pneumoniae	3980	2	3346	4	438	32	1208	0	0	804	3940	1858	50	4	0	98	4022	62	348	0	42	204	1762	238	8	414	20	6210	60	8	132	2	34	154	62	72	42	0	0	30	2104	56	0	5322	12	6	496	222	27826	1668	4422	2	7894	894	46	2	218	242	512	4	2	2	316	14	6	314	102	124	200	18	14	24	26198	22	246	230	1036	16	162	222	22	6118	8	0	724	134	2	6	4046	3076	376	4	10	2	76	766	2	24	0	1056	5098	8	136	45398	0	52	0	270	2	72	0	74	90	266	34	2	1774	6	240	324524	4	72	122478	2294	80	76	0	6	8	796
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_ulcerans;t__Fusobacterium_ulcerans_ATCC_49185	8716	70	2	2390	14644	11518	6532	3332	4	3188	714	106	0	438	9444	0	278	468630	1924	8	160	22	18322	3262	26	84266	1710	10924	4	4	20	0	0	2	12	4	8	4	4	14	339310	368	14	48	0	0	46	12	36	712	214	6	682	10	4	8	37272	120	92	0	32	0	22	12	74	2	70	8	0	4250	8	100	133976	0	878	17924	8	18	0	2	4	6	85370	2282	24688	2	1070	28	4	5796	20	348	8	0	60	0	0	146	2	278	8	2	0	1310	6	0	224	0	1556	2	0	6	314	38	10	16	21480	34	10	2964	26	2310	56	46	10	0	890	24	2	4366
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_nucleatum;t__Fusobacterium_nucleatum_subsp._animalis_7_1	72	4	206	12	308	906	860	46	2418	4	258	8544	104	7818	282	32	1076	1260	30	49784	2	8	8	8558	10	68	12	4	6	8	212	2	0	6	50	22	500	60	2	2658	18	16	112	386	26	8	470	42	238	8	386	40	18118	0	4	88	2	696	4	0	2528	8	12	18	0	1800	54	0	4	1244	1664	2	2592	0	4	40	2	12	0	138	6	46	2	34108	4	52	226	930	0	400	8	10	18	6	156	0	22	2	16	172	1612	0	0	1434	8	32	6	0	34	0	0	2442	4	4	24	40	636	28	5878	814	4	8	272	15528	310	16	0	24	72	24
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_nucleatum	10	2	38	2	66	188	120	2	302	0	4	1492	32	1252	100	10	108	122	0	4634	0	4	0	1982	0	2	4	0	0	6	16	0	0	0	2	4	82	2	0	434	10	2	124	72	4	0	136	4	76	8	56	6	2376	0	0	8	0	120	0	0	234	4	4	4	0	214	0	0	2	258	422	4	1178	0	2	10	2	2	0	10	4	22	0	7336	0	4	20	170	0	50	2	2	2	6	6	2	2	0	2	44	164	0	0	664	2	0	0	2	4	0	0	300	4	0	4	2	110	2	888	1842	0	6	38	3520	36	10	0	2	14	20
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_periodonticum;t__Fusobacterium_periodonticum_2_1_31	2	4	170	0	90	1464	436	10	8	0	82	2096	16	4244	16996	2	14	212	6	6430	6	2	26	3470	2	2	54	4	0	10	2	2	0	6	0	10	470	0	2	60	16	2	440	10	2	10	176	34	378	2	14	32	124	0	2	4	6	68	12	2	824	2	26	34	4	24	2	0	10	868	2300	2	6378	0	0	34	0	2	4	6	32	1054	0	24240	12	184	26	8	2	242	0	4	44	32	20	0	8	2	0	254	20	2	10	4058	0	2	8	0	14	0	0	118	4	2	18	66	62	4	33062	630	0	8	358	25604	0	2	0	10	4	2
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_nucleatum;t__Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586	6	2	10	0	50	64	56	4	78	2	10	976	6	596	368	0	48	84	0	2480	2	2	2	1166	0	8	4	0	0	6	12	2	0	0	4	0	82	2	2	94	6	4	186	14	6	0	56	2	40	4	18	6	658	0	2	8	0	24	0	0	290	18	0	2	0	84	4	0	2	118	182	2	958	0	0	6	14	2	6	2	6	16	0	3774	0	2	4	22	0	28	0	0	2	2	20	0	4	0	0	46	86	0	0	648	0	0	2	0	12	0	0	80	0	0	4	6	44	0	1054	1198	0	8	62	1858	22	4	0	0	14	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_periodonticum	0	0	20	0	12	294	78	0	14	2	6	382	10	636	2444	0	2	16	2	426	2	0	6	812	0	2	8	0	0	4	0	0	0	0	0	8	42	0	0	12	0	0	122	0	8	0	58	0	74	0	2	2	34	2	0	0	0	22	2	2	82	0	0	0	0	4	0	0	0	260	456	8	1220	0	0	6	0	2	0	0	22	216	2	4508	0	4	6	2	0	28	0	0	16	10	4	0	0	0	0	42	2	0	4	660	0	0	0	0	0	0	0	28	2	0	2	8	12	0	4422	266	0	6	54	4892	0	0	0	0	2	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_perfoetens;t__Fusobacterium_perfoetens_ATCC_29250	0	0	12	0	0	16	0	0	0	0	0	32	0	4	0	0	0	0	28	0	0	0	0	18	10	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	24	0	0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	18	0	10	0	0	0	86	0	12	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_perfoetens	0	0	14	0	0	6	0	0	0	0	0	12	0	6	0	0	0	0	2	0	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	2	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_ulcerans	434	0	0	138	3378	606	1192	112	0	180	26	6	0	14	308	0	18	17226	132	0	10	2	1166	194	2	2772	334	628	0	0	2	0	0	0	0	0	0	0	0	2	14440	82	0	8	0	0	4	0	2	328	38	2	170	0	0	0	2354	2	0	0	0	0	10	0	6	0	2	0	0	1440	0	22	7088	0	64	1484	0	0	0	0	0	0	4732	654	1036	0	18	0	0	1330	0	12	0	0	4	0	0	10	0	8	0	0	0	58	0	0	14	0	74	0	0	0	8	4	0	0	1210	0	0	234	2	318	8	6	0	0	0	0	0	104
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_russii	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_russii;t__Fusobacterium_russii_ATCC_25533	0	0	0	0	0	0	2	0	0	0	0	4	0	6	2	0	0	0	0	16	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	12	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14	0	0	0	0	0	0	0	0	0	4	0	16	26	0	86	0	4	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli;t__Escherichia_coli_O104:H4_str._2011C-3493	13386	46	17526	58	11584	5568	8958	6	6	146	8532	2270	22188	282	444	2962	34	10658	1306	260	530	362	402890	3180	102	5058	5898	17302	1726	1488	2200	108	1188	94	396	256	1040	4	44	4210	20122	7854	56	1890	342	30	48752	668	155054	274	2644	392	164	450	162	2	280	1040	1248	1006	6	314	86	210	256	2098	252	11106	1578	12634	1660	34	46020	4	266	2216	2190	350	28	3356	530	32	4998	174	7510	6760	814	392	6140	1416	756	26	1986	46	3522	23466	716	1800	12	1080	7682	1178	2536	928	462	7246	1222	774	2222	2604	2	9382	1736	2262	322	274	15730	28	3360	14758	242	5654	11218	13924	98	606	2	116	948	1582
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	137962	1252	165852	458	66774	49180	226212	44	68	3270	97174	27812	275660	2632	1234	34268	2980	154880	16880	4802	6378	3614	1151154	45482	948	57008	19492	44270	18442	11830	9462	1624	3522	1460	3968	3350	7566	48	562	83830	210690	103970	398	16638	4798	646	343320	9542	826450	5134	11584	3642	7104	6110	1762	12	5408	11978	19002	10362	142	3586	1556	2456	3460	35914	3718	132062	8532	46220	15630	456	464310	52	4446	12990	12714	3876	444	65086	6372	3864	49384	2332	77802	44956	12064	6606	62192	17054	9050	518	11370	3054	31260	81720	6958	12082	324	12708	27730	13172	25488	40358	6762	65830	15920	2516	19388	24714	40	87196	15128	26254	4046	3488	154488	362	35030	282638	3784	76882	292120	125648	1228	7652	106	1516	4534	9490
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas_veronii	0	0	0	0	0	0	0	0	0	2	6	31008	12	0	0	6	20	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	32	0	0	0	0	0	0	0	0	0	0	10	20	0	8	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	16	0	0	0	0	0	0	26	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	68	324	0	0	0	0	0	6
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__Parasutterella_excrementihominis	1526	1958	42	1380	0	2	2	0	0	96	412	2	16	8	4	0	3898	2	6362	0	16	96	26	0	2	346	4	1522	530	184	2348	552	2	6	0	34	250	1516	68	228	1538	10	4	0	170	70	18	36	1596	6310	1154	28	6	200	6	0	2	0	6	0	2	2556	4	78	0	0	0	146	974	11998	1132	0	2	12	22	2	1270	276	6	5432	24	2	1462	6	262	0	122	3180	1074	116	3204	76	698	870	0	0	2	158	4	3590	432	1034	194	1194	8	62	16	470	3308	12	0	12	1104	806	840	0	444	100	122	4740	1260	2	2	2688	0	524	0	1028	0	4
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_shahii;t__Leptotrichia_shahii_DSM_19757	0	0	80	0	30	66	26	0	38	0	0	98	92	140	320	10	4	8	0	72	0	0	0	68	2	0	2	0	0	0	0	0	0	0	0	0	492	4	0	2	2	0	2	4	0	2	72	8	32	0	2	8	36	0	0	8	0	8	0	0	160	0	0	2	0	18	0	0	0	14	196	0	144	0	6	4	0	0	0	0	0	3386	0	8046	2	8	0	2	0	6	0	0	0	0	2	0	0	0	0	16	0	0	0	206	0	0	0	0	2	2	0	10	0	0	0	4	2	0	496	6	0	0	14	740	0	0	0	4	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_shahii	0	0	8	0	8	12	0	2	6	0	0	24	20	38	56	0	0	0	0	6	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	2	0	0	0	0	2	0	40	0	0	0	0	0	18	0	0	0	0	2	0	0	20	0	0	0	0	6	0	0	0	10	76	0	12	0	0	0	0	0	0	0	0	500	0	2704	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	2	0	80	4	0	0	8	170	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_buccalis;t__Leptotrichia_buccalis_C-1013-b	0	0	16	0	4	30	2	0	14	0	2	48	8	46	130	4	4	10	0	52	14	0	2	126	0	0	6	0	0	0	0	0	0	0	2	0	162	0	0	6	2	2	0	0	0	0	40	4	8	0	4	2	2	0	0	2	0	8	0	0	142	0	2	2	0	2	0	0	0	10	88	0	20	2	0	0	0	0	0	2	0	1456	0	2066	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16	6	0	0	108	0	0	0	0	2	0	0	0	0	0	0	0	4	0	222	6	0	0	6	418	0	0	0	2	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia	0	0	6	0	0	48	2	0	6	0	0	70	8	86	206	2	4	8	0	24	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	2	216	0	0	0	4	0	0	0	0	0	40	2	4	0	0	2	16	0	0	0	0	0	0	0	106	2	0	2	0	6	0	0	0	10	152	0	4	0	0	0	0	0	0	0	0	2688	0	4834	0	6	0	4	0	4	0	0	0	0	0	0	0	0	0	6	2	0	0	126	0	0	0	0	2	0	0	0	0	0	0	4	0	0	252	2	0	0	6	410	0	0	0	0	0	0
